,full_name,player_id,age,team,search_rank,sport,status,position,last_name,search_last_name,fantasy_positions,first_name,injury_status,search_full_name,active,depth_chart_position,search_first_name
542,Dorin Dickerson,542,29,None,9999999,nfl,Inactive,TE,Dickerson,dickerson,['TE'],Dorin,None,dorindickerson,False,None,dorin
6617,Andre Lindsey,6617,None,None,9999999,nfl,Active,WR,Lindsey,lindsey,['WR'],Andre,None,andrelindsey,True,None,andre
8685,John Mitchell,8685,24,None,9999999,nfl,Active,TE,Mitchell,mitchell,['TE'],John,None,johnmitchell,True,None,john
6904,Jalen Hurts,6904,24,PHI,35,nfl,Active,QB,Hurts,hurts,['QB'],Jalen,None,jalenhurts,True,QB,jalen
8132,Tyler Allgeier,8132,22,ATL,146,nfl,Active,RB,Allgeier,allgeier,['RB'],Tyler,None,tylerallgeier,True,RB,tyler
6392,Johnathan Lloyd,6392,26,None,9999999,nfl,Active,WR,Lloyd,lloyd,['WR'],Johnathan,None,johnathanlloyd,True,None,johnathan
8246,Bryant Koback,8246,24,MIN,9999999,nfl,Active,RB,Koback,koback,['RB'],Bryant,None,bryantkoback,True,None,bryant
8924,Thomas Odukoya,8924,None,TEN,9999999,nfl,Active,TE,Odukoya,odukoya,['TE'],Thomas,None,thomasodukoya,True,None,thomas
1546,Kenjon Barner,1546,33,TB,9999999,nfl,Inactive,RB,Barner,barner,['RB'],Kenjon,IR,kenjonbarner,True,None,kenjon
2892,Rodney Smith,2892,30,None,9999999,nfl,Active,RB,Smith,smith,['RB'],Rodney,None,rodneysmith,True,None,rodney
7893,Dedrick Mills,7893,25,None,None,nfl,Active,RB,Mills,mills,['RB'],Dedrick,None,dedrickmills,True,None,dedrick
6803,Brandon Aiyuk,6803,24,SF,94,nfl,Active,WR,Aiyuk,aiyuk,['WR'],Brandon,None,brandonaiyuk,True,LWR,brandon
4420,Cody Hollister,4420,28,TEN,9999999,nfl,Active,WR,Hollister,hollister,['WR'],Cody,None,codyhollister,True,LWR,cody
7595,Tylan Wallace,7595,23,BAL,9999999,nfl,Active,WR,Wallace,wallace,['WR'],Tylan,None,tylanwallace,True,SWR,tylan
3924,Clayton Echard,3924,25,None,9999999,nfl,Inactive,TE,Echard,echard,['TE'],Clayton,None,claytonechard,False,TE,clayton
502,Bear Pascoe,502,34,None,9999999,nfl,Inactive,TE,Pascoe,pascoe,['TE'],Bear,None,bearpascoe,False,None,bear
3917,Kendal Thompson,3917,29,None,9999999,nfl,Inactive,WR,Thompson,thompson,['WR'],Kendal,None,kendalthompson,True,None,kendal
2272,Chase Dixon,2272,26,None,9999999,nfl,Inactive,TE,Dixon,dixon,['TE'],Chase,None,chasedixon,False,None,chase
6375,Jerome Washington,6375,27,None,9999999,nfl,Active,TE,Washington,washington,['TE'],Jerome,None,jeromewashington,True,None,jerome
3909,Sam Ficken,3909,29,None,422,nfl,Active,K,Ficken,ficken,['K'],Sam,Questionable,samficken,True,None,sam
3472,David Grinnage,3472,27,None,9999999,nfl,Inactive,TE,Grinnage,grinnage,['TE'],David,None,davidgrinnage,False,None,david
8170,James Mitchell,8170,23,DET,274,nfl,Active,TE,Mitchell,mitchell,['TE'],James,None,jamesmitchell,True,LTE,james
7854,Miller Forristall,7854,24,CLE,380,nfl,Active,TE,Forristall,forristall,['TE'],Miller,None,millerforristall,True,TE,miller
3355,Cody Core,3355,28,None,9999999,nfl,Active,WR,Core,core,['WR'],Cody,Questionable,codycore,True,None,cody
6956,Devin Asiasi,6956,25,NE,9999999,nfl,Active,TE,Asiasi,asiasi,['TE'],Devin,Questionable,devinasiasi,True,TE,devin
6892,Nate Stanley,6892,24,None,9999999,nfl,Active,QB,Stanley,stanley,['QB'],Nate,None,natestanley,True,None,nate
1906,Jonathan Krause,1906,28,None,9999999,nfl,Inactive,WR,Krause,krause,['WR'],Jonathan,None,jonathankrause,False,None,jonathan
5244,Devin Gray,5244,27,None,9999999,nfl,Active,WR,Gray,gray,['WR'],Devin,None,devingray,True,None,devin
978,Kendall Hunter,978,32,None,9999999,nfl,Inactive,RB,Hunter,hunter,['RB'],Kendall,None,kendallhunter,False,None,kendall
8411,Devon Allen,8411,27,PHI,313,nfl,Active,WR,Allen,allen,['WR'],Devon,None,devonallen,True,None,devon
3488,D.J. Foster,3488,28,None,562,nfl,Inactive,RB,Foster,foster,['RB'],D.J.,None,djfoster,True,None,dj
6960,Tyler Johnson,6960,24,TB,483,nfl,Active,WR,Johnson,johnson,['WR'],Tyler,None,tylerjohnson,True,RWR,tyler
2928,John Peters,2928,26,None,9999999,nfl,Inactive,TE,Peters,peters,['TE'],John,None,johnpeters,False,None,john
3020,Dan Light,3020,24,None,9999999,nfl,Inactive,TE,Light,light,['TE'],Dan,None,danlight,False,None,dan
5287,Brian Bridgewater,5287,None,None,9999999,nfl,Inactive,TE,Bridgewater,bridgewater,['TE'],Brian,None,brianbridgewater,False,None,brian
4934,Jalen Williams,4934,27,None,9999999,nfl,Inactive,WR,Williams,williams,['WR'],Jalen,None,jalenwilliams,True,None,jalen
1246,Dominique Jones,1246,34,None,9999999,nfl,Inactive,TE,Jones,jones,['TE'],Dominique,None,dominiquejones,False,None,dominique
7091,Aaron Parker,7091,24,None,457,nfl,Active,WR,Parker,parker,['WR'],Aaron,None,aaronparker,True,None,aaron
3901,Brandon Johnson,3901,25,None,9999999,nfl,Inactive,RB,Johnson,johnson,['RB'],Brandon,None,brandonjohnson,False,None,brandon
4033,David Njoku,4033,26,CLE,166,nfl,Active,TE,Njoku,njoku,['TE'],David,None,davidnjoku,True,TE,david
4669,Andre Patton,4669,27,None,551,nfl,Active,WR,Patton,patton,['WR'],Andre,None,andrepatton,True,None,andre
8825,Kekoa Crawford,8825,24,None,9999999,nfl,Active,WR,Crawford,crawford,['WR'],Kekoa,None,kekoacrawford,True,None,kekoa
3810,Brandon Burks,3810,28,None,9999999,nfl,Inactive,RB,Burks,burks,['RB'],Brandon,None,brandonburks,False,None,brandon
66,Tashard Choice,66,32,None,9999999,nfl,Inactive,RB,Choice,choice,['RB'],Tashard,None,tashardchoice,False,None,tashard
2819,Mike Meyer,2819,29,None,9999999,nfl,Active,K,Meyer,meyer,['K'],Mike,None,mikemeyer,True,None,mike
5465,Nick Keizer,5465,26,None,1492,nfl,Injured Reserve,TE,Keizer,keizer,['TE'],Nick,None,nickkeizer,True,None,nick
662,Seneca Wallace,662,37,None,9999999,nfl,Inactive,QB,Wallace,wallace,['QB'],Seneca,None,senecawallace,False,None,seneca
6448,Darrin Hall,6448,25,None,1710,nfl,Active,RB,Hall,hall,['RB'],Darrin,None,darrinhall,True,None,darrin
2588,Malcolm Brown,2588,29,None,475,nfl,Active,RB,Brown,brown,['RB'],Malcolm,None,malcolmbrown,True,None,malcolm
7274,Tyler Simmons,7274,24,None,9999999,nfl,Active,WR,Simmons,simmons,['WR'],Tyler,None,tylersimmons,True,None,tyler
6268,Matthew Wright,6268,26,None,382,nfl,Active,K,Wright,wright,['K'],Matthew,None,matthewwright,True,None,matthew
2910,Tyler Rutenbeck,2910,None,None,9999999,nfl,Inactive,WR,Rutenbeck,rutenbeck,['WR'],Tyler,None,tylerrutenbeck,False,None,tyler
5886,Hakeem Butler,5886,25,None,1654,nfl,Active,TE,Butler,butler,['TE'],Hakeem,None,hakeembutler,True,None,hakeem
1787,Phillip Supernaw,1787,30,None,9999999,nfl,Inactive,TE,Supernaw,supernaw,['TE'],Phillip,None,phillipsupernaw,False,None,phillip
723,Michael Robinson,723,34,None,9999999,nfl,Inactive,RB,Robinson,robinson,['RB'],Michael,None,michaelrobinson,False,None,michael
492,Tyler Thigpen,492,37,None,9999999,nfl,Inactive,RB,Thigpen,thigpen,"['RB', 'QB']",Tyler,None,tylerthigpen,False,None,tyler
7572,Kylin Hill,7572,24,GB,9999999,nfl,Active,RB,Hill,hill,['RB'],Kylin,PUP,kylinhill,True,None,kylin
3348,Kolby Listenbee,3348,27,None,9999999,nfl,Inactive,WR,Listenbee,listenbee,['WR'],Kolby,None,kolbylistenbee,True,None,kolby
8891,Ryan McDaniel,8891,None,None,655,nfl,Active,WR,McDaniel,mcdaniel,['WR'],Ryan,None,ryanmcdaniel,True,None,ryan
3621,Jordan Williams-Lambert,3621,27,None,9999999,nfl,Active,WR,Williams-Lambert,williamslambert,['WR'],Jordan,None,jordanwilliamslambert,True,None,jordan
5250,Robert Foster,5250,28,None,9999999,nfl,Inactive,WR,Foster,foster,['WR'],Robert,Questionable,robertfoster,True,None,robert
2292,Chris Matthews,2292,30,None,9999999,nfl,Injured Reserve,WR,Matthews,matthews,['WR'],Chris,None,chrismatthews,False,None,chris
3802,Chris Hubert,3802,28,None,9999999,nfl,Inactive,WR,Hubert,hubert,['WR'],Chris,None,chrishubert,False,None,chris
1152,Evan Rodriguez,1152,29,None,9999999,nfl,Inactive,TE,Rodriguez,rodriguez,['TE'],Evan,None,evanrodriguez,False,None,evan
768,Scott Chandler,768,35,None,9999999,nfl,Inactive,TE,Chandler,chandler,['TE'],Scott,None,scottchandler,False,None,scott
2331,Breshad Perriman,2331,28,TB,9999999,nfl,Active,WR,Perriman,perriman,['WR'],Breshad,None,breshadperriman,True,LWR,breshad
6989,Marquez Callaway,6989,24,NO,505,nfl,Active,WR,Callaway,callaway,['WR'],Marquez,None,marquezcallaway,True,LWR,marquez
2923,Connor Neighbors,2923,25,None,9999999,nfl,Inactive,RB,Neighbors,neighbors,['RB'],Connor,None,connorneighbors,False,None,connor
2394,Sean Mannion,2394,30,MIN,422,nfl,Active,QB,Mannion,mannion,['QB'],Sean,None,seanmannion,True,None,sean
4785,Kermit Whitfield,4785,28,None,9999999,nfl,Active,WR,Whitfield,whitfield,['WR'],Kermit,None,kermitwhitfield,True,None,kermit
4775,David Olson,4775,None,None,9999999,nfl,Inactive,QB,Olson,olson,['QB'],David,None,davidolson,True,None,david
3495,Mike Bercovici,3495,28,None,9999999,nfl,Active,QB,Bercovici,bercovici,['QB'],Mike,None,mikebercovici,True,None,mike
3640,Soma Vainuku,3640,29,None,9999999,nfl,Active,RB,Vainuku,vainuku,['RB'],Soma,None,somavainuku,True,None,soma
2599,Bronson Hill,2599,29,None,9999999,nfl,Inactive,RB,Hill,hill,['RB'],Bronson,None,bronsonhill,False,None,bronson
6233,Matt Sokol,6233,26,NE,9999999,nfl,Active,TE,Sokol,sokol,['TE'],Matt,None,mattsokol,True,None,matt
4195,Jake Elliott,4195,27,PHI,418,nfl,Active,K,Elliott,elliott,['K'],Jake,None,jakeelliott,True,PK,jake
2731,Akeem Hunt,2731,27,None,9999999,nfl,Inactive,RB,Hunt,hunt,['RB'],Akeem,None,akeemhunt,False,None,akeem
949,Jacquizz Rodgers,949,31,None,9999999,nfl,Inactive,RB,Rodgers,rodgers,['RB'],Jacquizz,None,jacquizzrodgers,False,None,jacquizz
2502,Bud Sasser,2502,None,None,9999999,nfl,Inactive,WR,Sasser,sasser,['WR'],Bud,None,budsasser,False,None,bud
3157,William Fuller,3157,27,None,119,nfl,Active,WR,Fuller,fuller,['WR'],William,Questionable,williamfuller,True,None,william
4098,Kareem Hunt,4098,27,CLE,77,nfl,Active,RB,Hunt,hunt,['RB'],Kareem,None,kareemhunt,True,RB,kareem
3045,Gannon Sinclair,3045,28,None,9999999,nfl,Active,TE,Sinclair,sinclair,['TE'],Gannon,None,gannonsinclair,True,None,gannon
7525,DeVonta Smith,7525,23,PHI,70,nfl,Active,WR,Smith,smith,['WR'],DeVonta,None,devontasmith,True,RWR,devonta
3294,Dak Prescott,3294,29,DAL,39,nfl,Active,QB,Prescott,prescott,['QB'],Dak,None,dakprescott,True,QB,dak
1250,Will Johnson,1250,31,None,9999999,nfl,Inactive,TE,Johnson,johnson,"['TE', 'RB']",Will,None,willjohnson,False,None,will
4718,Dare Ogunbowale,4718,28,HOU,575,nfl,Active,RB,Ogunbowale,ogunbowale,['RB'],Dare,None,dareogunbowale,True,None,dare
4610,Deante' Gray,4610,27,None,9999999,nfl,Active,WR,Gray,gray,['WR'],Deante',None,deantegray,True,None,deante
1891,Ryan Hewitt,1891,30,None,9999999,nfl,Inactive,TE,Hewitt,hewitt,['TE'],Ryan,None,ryanhewitt,False,None,ryan
5957,Isaac Nauta,5957,24,GB,571,nfl,Inactive,TE,Nauta,nauta,['TE'],Isaac,Questionable,isaacnauta,True,None,isaac
5745,Nick Stevens,5745,24,None,1126,nfl,Inactive,QB,Stevens,stevens,['QB'],Nick,None,nickstevens,True,QB,nick
5823,Tristan Vizcaino,5823,26,NE,9999999,nfl,Active,K,Vizcaino,vizcaino,['K'],Tristan,None,tristanvizcaino,True,PK,tristan
1559,Mike Glennon,1559,32,None,9999999,nfl,Active,QB,Glennon,glennon,['QB'],Mike,Questionable,mikeglennon,True,None,mike
367,Jared Cook,367,35,None,296,nfl,Active,TE,Cook,cook,['TE'],Jared,None,jaredcook,True,None,jared
2938,Cam Worthy,2938,25,None,9999999,nfl,Inactive,WR,Worthy,worthy,['WR'],Cam,None,camworthy,False,None,cam
3652,Mike Thomas,3652,28,CIN,9999999,nfl,Active,WR,Thomas,thomas,['WR'],Mike,None,mikethomas,True,RWR,mike
1610,Ryan Spadola,1610,30,None,9999999,nfl,Inactive,WR,Spadola,spadola,['WR'],Ryan,None,ryanspadola,False,None,ryan
2981,Ross Scheuerman,2981,24,None,9999999,nfl,Inactive,RB,Scheuerman,scheuerman,['RB'],Ross,None,rossscheuerman,False,None,ross
2532,Da'Ron Brown,2532,30,None,9999999,nfl,Active,WR,Brown,brown,['WR'],Da'Ron,None,daronbrown,True,None,daron
328,Kellen Davis,328,34,None,9999999,nfl,Inactive,TE,Davis,davis,['TE'],Kellen,None,kellendavis,False,None,kellen
4670,Artavis Scott,4670,27,None,1279,nfl,Active,WR,Scott,scott,['WR'],Artavis,None,artavisscott,True,None,artavis
7438,Kristian Wilkerson,7438,25,NE,9999999,nfl,Active,WR,Wilkerson,wilkerson,['WR'],Kristian,Questionable,kristianwilkerson,True,RWR,kristian
7317,Jared Rice,7317,25,None,9999999,nfl,Active,TE,Rice,rice,['TE'],Jared,None,jaredrice,True,None,jared
2721,Chris Harper,2721,26,None,9999999,nfl,Inactive,WR,Harper,harper,['WR'],Chris,None,chrisharper,False,None,chris
2587,Dres Anderson,2587,29,None,9999999,nfl,Active,WR,Anderson,anderson,['WR'],Dres,None,dresanderson,True,None,dres
7414,Johnathon Johnson,7414,25,None,9999999,nfl,Active,WR,Johnson,johnson,['WR'],Johnathon,None,johnathonjohnson,True,None,johnathon
8425,Stephen Carr,8425,None,None,None,nfl,Active,RB,Carr,carr,['RB'],Stephen,None,stephencarr,True,None,stephen
2635,Vernon Johnson,2635,25,None,9999999,nfl,Inactive,WR,Johnson,johnson,['WR'],Vernon,None,vernonjohnson,False,None,vernon
7407,Isaiah Wright,7407,24,None,563,nfl,Active,WR,Wright,wright,['WR'],Isaiah,None,isaiahwright,True,None,isaiah
1755,Keavon Milton,1755,31,None,9999999,nfl,Inactive,TE,Milton,milton,['TE'],Keavon,None,keavonmilton,False,None,keavon
6402,Steven Sims,6402,25,PIT,549,nfl,Active,WR,Sims,sims,['WR'],Steven,None,stevensims,True,SWR,steven
7032,Tyrie Cleveland,7032,24,DEN,621,nfl,Active,WR,Cleveland,cleveland,['WR'],Tyrie,Questionable,tyriecleveland,True,RWR,tyrie
3894,Garrett Griffin,3894,28,None,9999999,nfl,Active,TE,Griffin,griffin,['TE'],Garrett,None,garrettgriffin,True,None,garrett
6805,KJ Hamler,6805,23,DEN,213,nfl,Active,WR,Hamler,hamler,['WR'],KJ,None,kjhamler,True,RWR,kj
7286,Marvelle Ross,7286,25,None,9999999,nfl,Inactive,WR,Ross,ross,['WR'],Marvelle,None,marvelleross,True,None,marvelle
4548,Joel Bouagnon,4548,26,None,9999999,nfl,Active,RB,Bouagnon,bouagnon,['RB'],Joel,None,joelbouagnon,True,None,joel
2836,Kenny Cook,2836,29,None,9999999,nfl,Active,WR,Cook,cook,['WR'],Kenny,None,kennycook,True,None,kenny
104,Donnie Avery,104,33,None,9999999,nfl,Inactive,WR,Avery,avery,['WR'],Donnie,None,donnieavery,False,None,donnie
1481,Brad Sorensen,1481,32,None,9999999,nfl,Inactive,QB,Sorensen,sorensen,['QB'],Brad,None,bradsorensen,False,None,brad
1609,Chris Pantale,1609,31,None,9999999,nfl,Inactive,TE,Pantale,pantale,['TE'],Chris,None,chrispantale,False,None,chris
7379,Rysen John,7379,24,None,9999999,nfl,Active,TE,John,john,['TE'],Rysen,None,rysenjohn,True,None,rysen
6553,Austin Walter,6553,26,LV,9999999,nfl,Active,RB,Walter,walter,['RB'],Austin,None,austinwalter,True,None,austin
7217,Trevontae Hights,7217,24,None,9999999,nfl,Active,WR,Hights,hights,['WR'],Trevontae,None,trevontaehights,True,None,trevontae
5772,Aaron Lacombe,5772,26,None,9999999,nfl,Inactive,WR,Lacombe,lacombe,['WR'],Aaron,None,aaronlacombe,True,None,aaron
833,Jordan Cameron,833,32,None,9999999,nfl,Inactive,TE,Cameron,cameron,['TE'],Jordan,None,jordancameron,False,None,jordan
7538,Zach Wilson,7538,23,NYJ,158,nfl,Active,QB,Wilson,wilson,['QB'],Zach,Questionable,zachwilson,True,QB,zach
1867,Jace Davis,1867,26,None,9999999,nfl,Inactive,WR,Davis,davis,['WR'],Jace,None,jacedavis,False,None,jace
1060,Tommy Streeter,1060,28,None,9999999,nfl,Inactive,WR,Streeter,streeter,['WR'],Tommy,None,tommystreeter,False,None,tommy
2557,Jerry Lovelocke,2557,24,None,9999999,nfl,Inactive,QB,Lovelocke,lovelocke,['QB'],Jerry,None,jerrylovelocke,False,None,jerry
3583,Tevaun Smith,3583,28,None,9999999,nfl,Inactive,WR,Smith,smith,['WR'],Tevaun,None,tevaunsmith,False,None,tevaun
6489,Taryn Christion,6489,None,None,9999999,nfl,Active,QB,Christion,christion,['QB'],Taryn,None,tarynchristion,True,None,taryn
7235,Aleva Hifo,7235,24,None,9999999,nfl,Active,WR,Hifo,hifo,['WR'],Aleva,None,alevahifo,True,None,aleva
3200,Sterling Shepard,3200,29,NYG,511,nfl,Active,WR,Shepard,shepard,['WR'],Sterling,Questionable,sterlingshepard,True,SWR,sterling
1512,Marquess Wilson,1512,28,None,9999999,nfl,Inactive,WR,Wilson,wilson,['WR'],Marquess,None,marquesswilson,False,None,marquess
3312,Jonathan Williams,3312,28,WAS,9999999,nfl,Active,RB,Williams,williams,['RB'],Jonathan,None,jonathanwilliams,True,None,jonathan
5845,Dwayne Haskins,5845,24,PIT,602,nfl,Active,QB,Haskins,haskins,['QB'],Dwayne,None,dwaynehaskins,False,None,dwayne
5777,Malachi Jones,5777,27,None,9999999,nfl,Active,WR,Jones,jones,['WR'],Malachi,None,malachijones,True,None,malachi
1701,Eric Rogers,1701,30,None,9999999,nfl,Active,WR,Rogers,rogers,['WR'],Eric,None,ericrogers,True,None,eric
1362,Josh Boyce,1362,30,None,9999999,nfl,Inactive,WR,Boyce,boyce,['WR'],Josh,None,joshboyce,False,None,josh
5129,Adonis Jennings,5129,26,None,9999999,nfl,Active,WR,Jennings,jennings,['WR'],Adonis,None,adonisjennings,True,None,adonis
8094,Michael Jacobson,8094,25,IND,649,nfl,Active,TE,Jacobson,jacobson,['TE'],Michael,None,michaeljacobson,True,None,michael
862,Blaine Gabbert,862,32,TB,312,nfl,Active,QB,Gabbert,gabbert,['QB'],Blaine,None,blainegabbert,True,QB,blaine
3078,Jamel Johnson,3078,30,None,9999999,nfl,Active,WR,Johnson,johnson,['WR'],Jamel,None,jameljohnson,True,None,jamel
6396,Austin Fort,6396,26,None,9999999,nfl,Active,TE,Fort,fort,['TE'],Austin,None,austinfort,True,None,austin
8110,Jake Ferguson,8110,23,DAL,493,nfl,Active,TE,Ferguson,ferguson,['TE'],Jake,None,jakeferguson,True,TE,jake
2325,Nelson Agholor,2325,29,NE,546,nfl,Active,WR,Agholor,agholor,['WR'],Nelson,None,nelsonagholor,True,LWR,nelson
388,Kyle Orton,388,34,None,9999999,nfl,Inactive,QB,Orton,orton,['QB'],Kyle,None,kyleorton,False,None,kyle
4358,Austin Duke,4358,28,None,9999999,nfl,Active,WR,Duke,duke,['WR'],Austin,None,austinduke,True,None,austin
6939,Binjimen Victor,6939,25,BAL,9999999,nfl,Active,WR,Victor,victor,['WR'],Binjimen,None,binjimenvictor,True,LWR,binjimen
2683,Andrew Franks,2683,27,None,9999999,nfl,Inactive,K,Franks,franks,['K'],Andrew,None,andrewfranks,False,None,andrew
456,Deon Butler,456,31,None,9999999,nfl,Inactive,TE,Butler,butler,['TE'],Deon,None,deonbutler,False,None,deon
8051,Josh Johnson,8051,24,SEA,9999999,nfl,Active,RB,Johnson,johnson,['RB'],Josh,None,joshjohnson,True,None,josh
5747,Kayaune Ross,5747,27,None,9999999,nfl,Active,WR,Ross,ross,['WR'],Kayaune,None,kayauneross,True,None,kayaune
4042,Joe Williams,4042,28,None,9999999,nfl,Active,RB,Williams,williams,['RB'],Joe,None,joewilliams,True,None,joe
350,Mark Sanchez,350,35,None,9999999,nfl,Injured Reserve,QB,Sanchez,sanchez,['QB'],Mark,None,marksanchez,False,None,mark
6598,Trenton Irwin,6598,26,CIN,9999999,nfl,Active,WR,Irwin,irwin,['WR'],Trenton,None,trentonirwin,True,RWR,trenton
8146,Garrett Wilson,8146,22,NYJ,91,nfl,Active,WR,Wilson,wilson,['WR'],Garrett,None,garrettwilson,True,SWR,garrett
7527,Mac Jones,7527,23,NE,116,nfl,Active,QB,Jones,jones,['QB'],Mac,None,macjones,True,QB,mac
7131,Tyler Davis,7131,25,GB,271,nfl,Active,TE,Davis,davis,['TE'],Tyler,None,tylerdavis,True,None,tyler
1365,Aaron Dobson,1365,29,None,9999999,nfl,Injured Reserve,WR,Dobson,dobson,['WR'],Aaron,None,aarondobson,False,None,aaron
1739,Chase Ford,1739,30,None,9999999,nfl,Inactive,TE,Ford,ford,['TE'],Chase,None,chaseford,False,None,chase
3239,Bronson Kaufusi,3239,30,GB,405,nfl,Active,TE,Kaufusi,kaufusi,['TE'],Bronson,None,bronsonkaufusi,True,None,bronson
3783,Paul Turner,3783,28,None,9999999,nfl,Inactive,WR,Turner,turner,['WR'],Paul,None,paulturner,False,None,paul
397,Brandon Myers,397,35,None,9999999,nfl,Inactive,TE,Myers,myers,['TE'],Brandon,None,brandonmyers,False,None,brandon
2684,Corbin Louks,2684,28,None,9999999,nfl,Inactive,WR,Louks,louks,['WR'],Corbin,None,corbinlouks,False,None,corbin
4200,DeAngelo Yancey,4200,27,None,9999999,nfl,Active,WR,Yancey,yancey,['WR'],DeAngelo,None,deangeloyancey,True,None,deangelo
2571,Jeff Luc,2571,26,None,9999999,nfl,Inactive,TE,Luc,luc,['TE'],Jeff,None,jeffluc,False,None,jeff
5903,Will Grier,5903,27,DAL,338,nfl,Active,QB,Grier,grier,['QB'],Will,None,willgrier,True,QB,will
394,Darrius Heyward-Bey,394,34,None,9999999,nfl,Inactive,WR,Heyward-Bey,heywardbey,['WR'],Darrius,None,darriusheywardbey,False,None,darrius
6381,Alexander Hollins,6381,25,None,9999999,nfl,Active,WR,Hollins,hollins,['WR'],Alexander,None,alexanderhollins,True,None,alexander
2450,Brett Hundley,2450,29,None,366,nfl,Active,QB,Hundley,hundley,['QB'],Brett,None,bretthundley,True,None,brett
4239,De'Angelo Henderson,4239,29,None,9999999,nfl,Inactive,RB,Henderson,henderson,['RB'],De'Angelo,None,deangelohenderson,False,None,deangelo
1760,Jamie Childers,1760,29,None,9999999,nfl,Inactive,TE,Childers,childers,['TE'],Jamie,None,jamiechilders,False,None,jamie
1425,Ryan Griffin,1425,32,CHI,9999999,nfl,Active,TE,Griffin,griffin,['TE'],Ryan,None,ryangriffin,True,TE,ryan
3497,Darion Griswold,3497,29,None,9999999,nfl,Active,TE,Griswold,griswold,['TE'],Darion,None,dariongriswold,True,None,darion
749,Zach Miller,749,35,None,9999999,nfl,Inactive,TE,Miller,miller,['TE'],Zach,None,zachmiller,False,None,zach
5973,Josh Oliver,5973,25,BAL,9999999,nfl,Active,TE,Oliver,oliver,['TE'],Josh,None,josholiver,True,None,josh
2723,RJ Harris,2723,26,None,9999999,nfl,Inactive,WR,Harris,harris,['WR'],RJ,None,rjharris,False,None,rj
3883,Romar Morris,3883,29,None,9999999,nfl,Active,RB,Morris,morris,['RB'],Romar,None,romarmorris,True,None,romar
2158,Donte Foster,2158,27,None,9999999,nfl,Inactive,WR,Foster,foster,['WR'],Donte,None,dontefoster,False,None,donte
7172,Mikey Daniel,7172,25,None,9999999,nfl,Active,RB,Daniel,daniel,['RB'],Mikey,None,mikeydaniel,True,None,mikey
587,Logan Paulsen,587,34,None,9999999,nfl,Active,TE,Paulsen,paulsen,['TE'],Logan,None,loganpaulsen,True,None,logan
5670,Nick DeLuca,5670,26,None,9999999,nfl,Inactive,TE,DeLuca,deluca,"['TE', 'LB']",Nick,None,nickdeluca,False,None,nick
4621,Caleb Bluiett,4621,28,None,9999999,nfl,Active,TE,Bluiett,bluiett,['TE'],Caleb,None,calebbluiett,True,None,caleb
6522,T.J. Linta,6522,None,None,9999999,nfl,Active,QB,Linta,linta,['QB'],T.J.,None,tjlinta,True,None,tj
8161,Malik Willis,8161,23,TEN,238,nfl,Active,QB,Willis,willis,['QB'],Malik,None,malikwillis,True,QB,malik
5096,Ray-Ray McCloud,5096,25,SF,383,nfl,Active,WR,McCloud,mccloud,['WR'],Ray-Ray,None,rayraymccloud,True,SWR,rayray
5231,Cole Hunt,5231,26,None,9999999,nfl,Active,TE,Hunt,hunt,['TE'],Cole,None,colehunt,True,None,cole
1642,Levine Toilolo,1642,30,NYG,9999999,nfl,Inactive,TE,Toilolo,toilolo,['TE'],Levine,Questionable,levinetoilolo,True,None,levine
4381,Taysom Hill,4381,32,NO,211,nfl,Active,TE,Hill,hill,['TE'],Taysom,None,taysomhill,True,LTE,taysom
7616,Kai Locksley,7616,25,None,None,nfl,Active,WR,Locksley,locksley,['WR'],Kai,None,kailocksley,True,None,kai
671,Brady Quinn,671,32,None,9999999,nfl,Inactive,QB,Quinn,quinn,['QB'],Brady,None,bradyquinn,False,None,brady
4938,Speedy Noil,4938,26,None,9999999,nfl,Active,WR,Noil,noil,['WR'],Speedy,None,speedynoil,True,None,speedy
6387,Nsimba Webster,6387,26,CHI,9999999,nfl,Active,WR,Webster,webster,['WR'],Nsimba,None,nsimbawebster,True,RWR,nsimba
8831,Ethan Fernea,8831,None,IND,573,nfl,Active,WR,Fernea,fernea,['WR'],Ethan,None,ethanfernea,True,RWR,ethan
5918,Rodney Anderson,5918,25,None,1523,nfl,Inactive,RB,Anderson,anderson,['RB'],Rodney,None,rodneyanderson,True,None,rodney
2940,Des Lawrence,2940,27,None,9999999,nfl,Active,WR,Lawrence,lawrence,['WR'],Des,None,deslawrence,True,None,des
2202,Je'Ron Hamm,2202,29,None,9999999,nfl,Inactive,TE,Hamm,hamm,['TE'],Je'Ron,None,jeronhamm,False,None,jeron
6389,Keenen Brown,6389,26,None,9999999,nfl,Active,TE,Brown,brown,['TE'],Keenen,None,keenenbrown,True,None,keenen
7404,Noah Togiai,7404,25,PHI,9999999,nfl,Active,TE,Togiai,togiai,['TE'],Noah,None,noahtogiai,True,None,noah
1665,Tobais Palmer,1665,28,None,9999999,nfl,Inactive,WR,Palmer,palmer,['WR'],Tobais,None,tobaispalmer,False,None,tobais
2093,Ryan Grant,2093,31,None,819,nfl,Active,WR,Grant,grant,['WR'],Ryan,None,ryangrant,True,None,ryan
7568,Brevin Jordan,7568,22,HOU,247,nfl,Active,TE,Jordan,jordan,['TE'],Brevin,None,brevinjordan,True,LTE,brevin
