,team,last_name,depth_chart_position,first_name,fantasy_positions,status,position,search_full_name,player_id,full_name,sport,search_first_name,search_rank,age,injury_status,active,search_last_name
5465,None,Keizer,None,Nick,['TE'],Injured Reserve,TE,nickkeizer,5465,Nick Keizer,nfl,nick,1492,26,None,True,keizer
662,None,Wallace,None,Seneca,['QB'],Inactive,QB,senecawallace,662,Seneca Wallace,nfl,seneca,9999999,37,None,False,wallace
6448,None,Hall,None,Darrin,['RB'],Active,RB,darrinhall,6448,Darrin Hall,nfl,darrin,1710,25,None,True,hall
2588,None,Brown,None,Malcolm,['RB'],Active,RB,malcolmbrown,2588,Malcolm Brown,nfl,malcolm,475,29,None,True,brown
7274,None,Simmons,None,Tyler,['WR'],Active,WR,tylersimmons,7274,Tyler Simmons,nfl,tyler,9999999,24,None,True,simmons
6268,None,Wright,None,Matthew,['K'],Active,K,matthewwright,6268,Matthew Wright,nfl,matthew,382,26,None,True,wright
2910,None,Rutenbeck,None,Tyler,['WR'],Inactive,WR,tylerrutenbeck,2910,Tyler Rutenbeck,nfl,tyler,9999999,None,None,False,rutenbeck
5886,None,Butler,None,Hakeem,['TE'],Active,TE,hakeembutler,5886,Hakeem Butler,nfl,hakeem,1654,25,None,True,butler
1787,None,Supernaw,None,Phillip,['TE'],Inactive,TE,phillipsupernaw,1787,Phillip Supernaw,nfl,phillip,9999999,30,None,False,supernaw
723,None,Robinson,None,Michael,['RB'],Inactive,RB,michaelrobinson,723,Michael Robinson,nfl,michael,9999999,34,None,False,robinson
492,None,Thigpen,None,Tyler,"['RB', 'QB']",Inactive,RB,tylerthigpen,492,Tyler Thigpen,nfl,tyler,9999999,37,None,False,thigpen
7572,GB,Hill,None,Kylin,['RB'],Active,RB,kylinhill,7572,Kylin Hill,nfl,kylin,9999999,24,PUP,True,hill
3348,None,Listenbee,None,Kolby,['WR'],Inactive,WR,kolbylistenbee,3348,Kolby Listenbee,nfl,kolby,9999999,27,None,True,listenbee
8891,None,McDaniel,None,Ryan,['WR'],Active,WR,ryanmcdaniel,8891,Ryan McDaniel,nfl,ryan,655,None,None,True,mcdaniel
3621,None,Williams-Lambert,None,Jordan,['WR'],Active,WR,jordanwilliamslambert,3621,Jordan Williams-Lambert,nfl,jordan,9999999,27,None,True,williamslambert
5250,None,Foster,None,Robert,['WR'],Inactive,WR,robertfoster,5250,Robert Foster,nfl,robert,9999999,28,Questionable,True,foster
2292,None,Matthews,None,Chris,['WR'],Injured Reserve,WR,chrismatthews,2292,Chris Matthews,nfl,chris,9999999,30,None,False,matthews
3802,None,Hubert,None,Chris,['WR'],Inactive,WR,chrishubert,3802,Chris Hubert,nfl,chris,9999999,28,None,False,hubert
1152,None,Rodriguez,None,Evan,['TE'],Inactive,TE,evanrodriguez,1152,Evan Rodriguez,nfl,evan,9999999,29,None,False,rodriguez
768,None,Chandler,None,Scott,['TE'],Inactive,TE,scottchandler,768,Scott Chandler,nfl,scott,9999999,35,None,False,chandler
2331,TB,Perriman,LWR,Breshad,['WR'],Active,WR,breshadperriman,2331,Breshad Perriman,nfl,breshad,9999999,28,None,True,perriman
6989,NO,Callaway,LWR,Marquez,['WR'],Active,WR,marquezcallaway,6989,Marquez Callaway,nfl,marquez,515,24,None,True,callaway
2923,None,Neighbors,None,Connor,['RB'],Inactive,RB,connorneighbors,2923,Connor Neighbors,nfl,connor,9999999,25,None,False,neighbors
2394,SEA,Mannion,None,Sean,['QB'],Active,QB,seanmannion,2394,Sean Mannion,nfl,sean,336,30,None,True,mannion
4785,None,Whitfield,None,Kermit,['WR'],Active,WR,kermitwhitfield,4785,Kermit Whitfield,nfl,kermit,9999999,28,None,True,whitfield
4775,None,Olson,None,David,['QB'],Inactive,QB,davidolson,4775,David Olson,nfl,david,9999999,None,None,True,olson
3495,None,Bercovici,None,Mike,['QB'],Active,QB,mikebercovici,3495,Mike Bercovici,nfl,mike,9999999,28,None,True,bercovici
3640,None,Vainuku,None,Soma,['RB'],Active,RB,somavainuku,3640,Soma Vainuku,nfl,soma,9999999,29,None,True,vainuku
2599,None,Hill,None,Bronson,['RB'],Inactive,RB,bronsonhill,2599,Bronson Hill,nfl,bronson,9999999,29,None,False,hill
6233,NE,Sokol,None,Matt,['TE'],Active,TE,mattsokol,6233,Matt Sokol,nfl,matt,9999999,26,None,True,sokol
4195,PHI,Elliott,PK,Jake,['K'],Active,K,jakeelliott,4195,Jake Elliott,nfl,jake,470,27,None,True,elliott
2731,None,Hunt,None,Akeem,['RB'],Inactive,RB,akeemhunt,2731,Akeem Hunt,nfl,akeem,9999999,27,None,False,hunt
949,None,Rodgers,None,Jacquizz,['RB'],Inactive,RB,jacquizzrodgers,949,Jacquizz Rodgers,nfl,jacquizz,9999999,31,None,False,rodgers
2502,None,Sasser,None,Bud,['WR'],Inactive,WR,budsasser,2502,Bud Sasser,nfl,bud,9999999,None,None,False,sasser
3157,None,Fuller,None,William,['WR'],Active,WR,williamfuller,3157,William Fuller,nfl,william,119,27,Questionable,True,fuller
4098,CLE,Hunt,RB,Kareem,['RB'],Active,RB,kareemhunt,4098,Kareem Hunt,nfl,kareem,75,27,None,True,hunt
3045,None,Sinclair,None,Gannon,['TE'],Active,TE,gannonsinclair,3045,Gannon Sinclair,nfl,gannon,9999999,28,None,True,sinclair
7525,PHI,Smith,RWR,DeVonta,['WR'],Active,WR,devontasmith,7525,DeVonta Smith,nfl,devonta,72,23,None,True,smith
3294,DAL,Prescott,QB,Dak,['QB'],Active,QB,dakprescott,3294,Dak Prescott,nfl,dak,46,29,Questionable,True,prescott
1250,None,Johnson,None,Will,"['TE', 'RB']",Inactive,TE,willjohnson,1250,Will Johnson,nfl,will,9999999,31,None,False,johnson
4718,HOU,Ogunbowale,RB,Dare,['RB'],Active,RB,dareogunbowale,4718,Dare Ogunbowale,nfl,dare,450,28,None,True,ogunbowale
4610,None,Gray,None,Deante',['WR'],Active,WR,deantegray,4610,Deante' Gray,nfl,deante,9999999,27,None,True,gray
1891,None,Hewitt,None,Ryan,['TE'],Inactive,TE,ryanhewitt,1891,Ryan Hewitt,nfl,ryan,9999999,30,None,False,hewitt
5957,GB,Nauta,None,Isaac,['TE'],Inactive,TE,isaacnauta,5957,Isaac Nauta,nfl,isaac,571,24,Questionable,True,nauta
5745,None,Stevens,QB,Nick,['QB'],Inactive,QB,nickstevens,5745,Nick Stevens,nfl,nick,1126,24,None,True,stevens
5823,None,Vizcaino,None,Tristan,['K'],Active,K,tristanvizcaino,5823,Tristan Vizcaino,nfl,tristan,9999999,26,None,True,vizcaino
1559,None,Glennon,None,Mike,['QB'],Active,QB,mikeglennon,1559,Mike Glennon,nfl,mike,9999999,32,Questionable,True,glennon
367,None,Cook,None,Jared,['TE'],Active,TE,jaredcook,367,Jared Cook,nfl,jared,296,35,None,True,cook
2938,None,Worthy,None,Cam,['WR'],Inactive,WR,camworthy,2938,Cam Worthy,nfl,cam,9999999,25,None,False,worthy
3652,CIN,Thomas,RWR,Mike,['WR'],Active,WR,mikethomas,3652,Mike Thomas,nfl,mike,387,28,None,True,thomas
1610,None,Spadola,None,Ryan,['WR'],Inactive,WR,ryanspadola,1610,Ryan Spadola,nfl,ryan,9999999,30,None,False,spadola
2981,None,Scheuerman,None,Ross,['RB'],Inactive,RB,rossscheuerman,2981,Ross Scheuerman,nfl,ross,9999999,24,None,False,scheuerman
2532,None,Brown,None,Da'Ron,['WR'],Active,WR,daronbrown,2532,Da'Ron Brown,nfl,daron,9999999,30,None,True,brown
328,None,Davis,None,Kellen,['TE'],Inactive,TE,kellendavis,328,Kellen Davis,nfl,kellen,9999999,34,None,False,davis
4670,None,Scott,None,Artavis,['WR'],Active,WR,artavisscott,4670,Artavis Scott,nfl,artavis,1279,27,None,True,scott
7438,NE,Wilkerson,None,Kristian,['WR'],Inactive,WR,kristianwilkerson,7438,Kristian Wilkerson,nfl,kristian,9999999,25,IR,True,wilkerson
7317,None,Rice,None,Jared,['TE'],Active,TE,jaredrice,7317,Jared Rice,nfl,jared,9999999,25,None,True,rice
2721,None,Harper,None,Chris,['WR'],Inactive,WR,chrisharper,2721,Chris Harper,nfl,chris,9999999,26,None,False,harper
2587,None,Anderson,None,Dres,['WR'],Active,WR,dresanderson,2587,Dres Anderson,nfl,dres,9999999,29,None,True,anderson
7414,None,Johnson,None,Johnathon,['WR'],Active,WR,johnathonjohnson,7414,Johnathon Johnson,nfl,johnathon,9999999,25,None,True,johnson
8425,None,Carr,None,Stephen,['RB'],Active,RB,stephencarr,8425,Stephen Carr,nfl,stephen,None,None,None,True,carr
2635,None,Johnson,None,Vernon,['WR'],Inactive,WR,vernonjohnson,2635,Vernon Johnson,nfl,vernon,9999999,25,None,False,johnson
7407,None,Wright,None,Isaiah,['WR'],Active,WR,isaiahwright,7407,Isaiah Wright,nfl,isaiah,563,24,None,True,wright
1755,None,Milton,None,Keavon,['TE'],Inactive,TE,keavonmilton,1755,Keavon Milton,nfl,keavon,9999999,31,None,False,milton
6402,PIT,Sims,SWR,Steven,['WR'],Active,WR,stevensims,6402,Steven Sims,nfl,steven,473,25,None,True,sims
7032,DEN,Cleveland,LWR,Tyrie,['WR'],Active,WR,tyriecleveland,7032,Tyrie Cleveland,nfl,tyrie,646,24,None,True,cleveland
3894,DET,Griffin,None,Garrett,['TE'],Active,TE,garrettgriffin,3894,Garrett Griffin,nfl,garrett,9999999,28,None,True,griffin
6805,DEN,Hamler,SWR,KJ,['WR'],Active,WR,kjhamler,6805,KJ Hamler,nfl,kj,191,23,Questionable,True,hamler
7286,None,Ross,None,Marvelle,['WR'],Inactive,WR,marvelleross,7286,Marvelle Ross,nfl,marvelle,9999999,25,None,True,ross
4548,None,Bouagnon,None,Joel,['RB'],Active,RB,joelbouagnon,4548,Joel Bouagnon,nfl,joel,9999999,26,None,True,bouagnon
2836,None,Cook,None,Kenny,['WR'],Active,WR,kennycook,2836,Kenny Cook,nfl,kenny,9999999,29,None,True,cook
104,None,Avery,None,Donnie,['WR'],Inactive,WR,donnieavery,104,Donnie Avery,nfl,donnie,9999999,33,None,False,avery
1481,None,Sorensen,None,Brad,['QB'],Inactive,QB,bradsorensen,1481,Brad Sorensen,nfl,brad,9999999,32,None,False,sorensen
1609,None,Pantale,None,Chris,['TE'],Inactive,TE,chrispantale,1609,Chris Pantale,nfl,chris,9999999,31,None,False,pantale
7379,None,John,None,Rysen,['TE'],Active,TE,rysenjohn,7379,Rysen John,nfl,rysen,9999999,24,None,True,john
6553,LV,Walter,None,Austin,['RB'],Active,RB,austinwalter,6553,Austin Walter,nfl,austin,253,26,None,True,walter
7217,None,Hights,None,Trevontae,['WR'],Active,WR,trevontaehights,7217,Trevontae Hights,nfl,trevontae,9999999,24,None,True,hights
5772,None,Lacombe,None,Aaron,['WR'],Inactive,WR,aaronlacombe,5772,Aaron Lacombe,nfl,aaron,9999999,26,None,True,lacombe
833,None,Cameron,None,Jordan,['TE'],Inactive,TE,jordancameron,833,Jordan Cameron,nfl,jordan,9999999,32,None,False,cameron
7538,NYJ,Wilson,QB,Zach,['QB'],Inactive,QB,zachwilson,7538,Zach Wilson,nfl,zach,194,23,Out,True,wilson
1867,None,Davis,None,Jace,['WR'],Inactive,WR,jacedavis,1867,Jace Davis,nfl,jace,9999999,26,None,False,davis
1060,None,Streeter,None,Tommy,['WR'],Inactive,WR,tommystreeter,1060,Tommy Streeter,nfl,tommy,9999999,28,None,False,streeter
2557,None,Lovelocke,None,Jerry,['QB'],Inactive,QB,jerrylovelocke,2557,Jerry Lovelocke,nfl,jerry,9999999,24,None,False,lovelocke
3583,None,Smith,None,Tevaun,['WR'],Inactive,WR,tevaunsmith,3583,Tevaun Smith,nfl,tevaun,9999999,28,None,False,smith
6489,None,Christion,None,Taryn,['QB'],Active,QB,tarynchristion,6489,Taryn Christion,nfl,taryn,9999999,None,None,True,christion
7235,None,Hifo,None,Aleva,['WR'],Active,WR,alevahifo,7235,Aleva Hifo,nfl,aleva,9999999,24,None,True,hifo
3200,NYG,Shepard,RWR,Sterling,['WR'],Active,WR,sterlingshepard,3200,Sterling Shepard,nfl,sterling,507,29,Questionable,True,shepard
1512,None,Wilson,None,Marquess,['WR'],Inactive,WR,marquesswilson,1512,Marquess Wilson,nfl,marquess,9999999,28,None,False,wilson
3312,WAS,Williams,RB,Jonathan,['RB'],Active,RB,jonathanwilliams,3312,Jonathan Williams,nfl,jonathan,376,28,None,True,williams
5845,PIT,Haskins,None,Dwayne,['QB'],Active,QB,dwaynehaskins,5845,Dwayne Haskins,nfl,dwayne,602,24,None,False,haskins
5777,None,Jones,None,Malachi,['WR'],Active,WR,malachijones,5777,Malachi Jones,nfl,malachi,9999999,27,None,True,jones
1701,None,Rogers,None,Eric,['WR'],Active,WR,ericrogers,1701,Eric Rogers,nfl,eric,9999999,30,None,True,rogers
1362,None,Boyce,None,Josh,['WR'],Inactive,WR,joshboyce,1362,Josh Boyce,nfl,josh,9999999,30,None,False,boyce
5129,None,Jennings,None,Adonis,['WR'],Active,WR,adonisjennings,5129,Adonis Jennings,nfl,adonis,9999999,26,None,True,jennings
8094,None,Jacobson,None,Michael,['TE'],Active,TE,michaeljacobson,8094,Michael Jacobson,nfl,michael,666,25,None,True,jacobson
862,TB,Gabbert,QB,Blaine,['QB'],Active,QB,blainegabbert,862,Blaine Gabbert,nfl,blaine,515,32,None,True,gabbert
3078,None,Johnson,None,Jamel,['WR'],Active,WR,jameljohnson,3078,Jamel Johnson,nfl,jamel,9999999,30,None,True,johnson
6396,None,Fort,None,Austin,['TE'],Active,TE,austinfort,6396,Austin Fort,nfl,austin,9999999,26,None,True,fort
8110,DAL,Ferguson,TE,Jake,['TE'],Active,TE,jakeferguson,8110,Jake Ferguson,nfl,jake,502,23,None,True,ferguson
2325,NE,Agholor,LWR,Nelson,['WR'],Active,WR,nelsonagholor,2325,Nelson Agholor,nfl,nelson,532,29,None,True,agholor
388,None,Orton,None,Kyle,['QB'],Inactive,QB,kyleorton,388,Kyle Orton,nfl,kyle,9999999,34,None,False,orton
4358,None,Duke,None,Austin,['WR'],Active,WR,austinduke,4358,Austin Duke,nfl,austin,9999999,28,None,True,duke
6939,BAL,Victor,None,Binjimen,['WR'],Active,WR,binjimenvictor,6939,Binjimen Victor,nfl,binjimen,390,25,None,True,victor
2683,None,Franks,None,Andrew,['K'],Inactive,K,andrewfranks,2683,Andrew Franks,nfl,andrew,9999999,27,None,False,franks
456,None,Butler,None,Deon,['TE'],Inactive,TE,deonbutler,456,Deon Butler,nfl,deon,9999999,31,None,False,butler
8051,SEA,Johnson,None,Josh,['RB'],Inactive,RB,joshjohnson,8051,Josh Johnson,nfl,josh,435,24,Questionable,True,johnson
5747,None,Ross,None,Kayaune,['WR'],Active,WR,kayauneross,5747,Kayaune Ross,nfl,kayaune,9999999,27,None,True,ross
4042,None,Williams,None,Joe,['RB'],Active,RB,joewilliams,4042,Joe Williams,nfl,joe,9999999,28,None,True,williams
350,None,Sanchez,None,Mark,['QB'],Injured Reserve,QB,marksanchez,350,Mark Sanchez,nfl,mark,9999999,35,None,False,sanchez
6598,CIN,Irwin,None,Trenton,['WR'],Active,WR,trentonirwin,6598,Trenton Irwin,nfl,trenton,9999999,26,None,True,irwin
8146,NYJ,Wilson,RWR,Garrett,['WR'],Active,WR,garrettwilson,8146,Garrett Wilson,nfl,garrett,108,22,None,True,wilson
7527,NE,Jones,QB,Mac,['QB'],Active,QB,macjones,7527,Mac Jones,nfl,mac,149,24,None,True,jones
7131,GB,Davis,None,Tyler,['TE'],Active,TE,tylerdavis,7131,Tyler Davis,nfl,tyler,9999999,25,None,True,davis
1365,None,Dobson,None,Aaron,['WR'],Injured Reserve,WR,aarondobson,1365,Aaron Dobson,nfl,aaron,9999999,29,None,False,dobson
1739,None,Ford,None,Chase,['TE'],Inactive,TE,chaseford,1739,Chase Ford,nfl,chase,9999999,30,None,False,ford
3239,GB,Kaufusi,None,Bronson,['TE'],Active,TE,bronsonkaufusi,3239,Bronson Kaufusi,nfl,bronson,405,30,None,True,kaufusi
3783,None,Turner,None,Paul,['WR'],Inactive,WR,paulturner,3783,Paul Turner,nfl,paul,9999999,28,None,False,turner
397,None,Myers,None,Brandon,['TE'],Inactive,TE,brandonmyers,397,Brandon Myers,nfl,brandon,9999999,35,None,False,myers
2684,None,Louks,None,Corbin,['WR'],Inactive,WR,corbinlouks,2684,Corbin Louks,nfl,corbin,9999999,28,None,False,louks
4200,None,Yancey,None,DeAngelo,['WR'],Active,WR,deangeloyancey,4200,DeAngelo Yancey,nfl,deangelo,9999999,27,None,True,yancey
2571,None,Luc,None,Jeff,['TE'],Inactive,TE,jeffluc,2571,Jeff Luc,nfl,jeff,9999999,26,None,False,luc
5903,DAL,Grier,None,Will,['QB'],Active,QB,willgrier,5903,Will Grier,nfl,will,9999999,27,None,True,grier
394,None,Heyward-Bey,None,Darrius,['WR'],Inactive,WR,darriusheywardbey,394,Darrius Heyward-Bey,nfl,darrius,9999999,34,None,False,heywardbey
6381,None,Hollins,None,Alexander,['WR'],Active,WR,alexanderhollins,6381,Alexander Hollins,nfl,alexander,9999999,25,None,True,hollins
2450,None,Hundley,None,Brett,['QB'],Active,QB,bretthundley,2450,Brett Hundley,nfl,brett,366,29,None,True,hundley
4239,None,Henderson,None,De'Angelo,['RB'],Inactive,RB,deangelohenderson,4239,De'Angelo Henderson,nfl,deangelo,9999999,29,None,False,henderson
1760,None,Childers,None,Jamie,['TE'],Inactive,TE,jamiechilders,1760,Jamie Childers,nfl,jamie,9999999,29,None,False,childers
1425,CHI,Griffin,TE,Ryan,['TE'],Active,TE,ryangriffin,1425,Ryan Griffin,nfl,ryan,588,32,None,True,griffin
3497,None,Griswold,None,Darion,['TE'],Active,TE,dariongriswold,3497,Darion Griswold,nfl,darion,9999999,29,None,True,griswold
749,None,Miller,None,Zach,['TE'],Inactive,TE,zachmiller,749,Zach Miller,nfl,zach,9999999,35,None,False,miller
5973,BAL,Oliver,None,Josh,['TE'],Active,TE,josholiver,5973,Josh Oliver,nfl,josh,299,25,None,True,oliver
2723,None,Harris,None,RJ,['WR'],Inactive,WR,rjharris,2723,RJ Harris,nfl,rj,9999999,26,None,False,harris
3883,None,Morris,None,Romar,['RB'],Active,RB,romarmorris,3883,Romar Morris,nfl,romar,9999999,29,None,True,morris
2158,None,Foster,None,Donte,['WR'],Inactive,WR,dontefoster,2158,Donte Foster,nfl,donte,9999999,27,None,False,foster
7172,None,Daniel,None,Mikey,['RB'],Active,RB,mikeydaniel,7172,Mikey Daniel,nfl,mikey,9999999,25,None,True,daniel
587,None,Paulsen,None,Logan,['TE'],Active,TE,loganpaulsen,587,Logan Paulsen,nfl,logan,9999999,34,None,True,paulsen
5670,None,DeLuca,None,Nick,"['TE', 'LB']",Inactive,TE,nickdeluca,5670,Nick DeLuca,nfl,nick,9999999,26,None,False,deluca
4621,None,Bluiett,None,Caleb,['TE'],Active,TE,calebbluiett,4621,Caleb Bluiett,nfl,caleb,9999999,28,None,True,bluiett
6522,None,Linta,None,T.J.,['QB'],Active,QB,tjlinta,6522,T.J. Linta,nfl,tj,9999999,None,None,True,linta
8161,TEN,Willis,QB,Malik,['QB'],Active,QB,malikwillis,8161,Malik Willis,nfl,malik,276,23,None,True,willis
5096,SF,McCloud,SWR,Ray-Ray,['WR'],Active,WR,rayraymccloud,5096,Ray-Ray McCloud,nfl,rayray,486,25,None,True,mccloud
7926,None,Tucker,None,Carl,['TE'],Active,TE,carltucker,7926,Carl Tucker,nfl,carl,426,24,None,True,tucker
5231,None,Hunt,None,Cole,['TE'],Active,TE,colehunt,5231,Cole Hunt,nfl,cole,9999999,26,None,True,hunt
1642,NYG,Toilolo,None,Levine,['TE'],Inactive,TE,levinetoilolo,1642,Levine Toilolo,nfl,levine,9999999,30,Questionable,True,toilolo
4381,NO,Hill,TE,Taysom,['TE'],Active,TE,taysomhill,4381,Taysom Hill,nfl,taysom,208,32,None,True,hill
7616,None,Locksley,None,Kai,['WR'],Active,WR,kailocksley,7616,Kai Locksley,nfl,kai,None,25,None,True,locksley
671,None,Quinn,None,Brady,['QB'],Inactive,QB,bradyquinn,671,Brady Quinn,nfl,brady,9999999,32,None,False,quinn
4938,None,Noil,None,Speedy,['WR'],Active,WR,speedynoil,4938,Speedy Noil,nfl,speedy,9999999,26,None,True,noil
6387,CHI,Webster,None,Nsimba,['WR'],Active,WR,nsimbawebster,6387,Nsimba Webster,nfl,nsimba,9999999,26,None,True,webster
8831,IND,Fernea,None,Ethan,['WR'],Active,WR,ethanfernea,8831,Ethan Fernea,nfl,ethan,602,24,None,True,fernea
5918,None,Anderson,None,Rodney,['RB'],Inactive,RB,rodneyanderson,5918,Rodney Anderson,nfl,rodney,1523,25,None,True,anderson
2940,None,Lawrence,None,Des,['WR'],Active,WR,deslawrence,2940,Des Lawrence,nfl,des,9999999,27,None,True,lawrence
2202,None,Hamm,None,Je'Ron,['TE'],Inactive,TE,jeronhamm,2202,Je'Ron Hamm,nfl,jeron,9999999,29,None,False,hamm
6389,None,Brown,None,Keenen,['TE'],Active,TE,keenenbrown,6389,Keenen Brown,nfl,keenen,9999999,26,None,True,brown
7404,PHI,Togiai,None,Noah,['TE'],Active,TE,noahtogiai,7404,Noah Togiai,nfl,noah,9999999,25,None,True,togiai
1665,None,Palmer,None,Tobais,['WR'],Inactive,WR,tobaispalmer,1665,Tobais Palmer,nfl,tobais,9999999,28,None,False,palmer
2093,None,Grant,None,Ryan,['WR'],Active,WR,ryangrant,2093,Ryan Grant,nfl,ryan,819,31,None,True,grant
7568,HOU,Jordan,TE,Brevin,['TE'],Active,TE,brevinjordan,7568,Brevin Jordan,nfl,brevin,335,22,None,True,jordan
3861,None,Duncan,None,Kieren,['WR'],Inactive,WR,kierenduncan,3861,Kieren Duncan,nfl,kieren,9999999,24,None,False,duncan
7096,None,Barker,None,Kaleb,['QB'],Inactive,QB,kalebbarker,7096,Kaleb Barker,nfl,kaleb,9999999,23,NA,False,barker
7588,DEN,Williams,RB,Javonte,['RB'],Active,RB,javontewilliams,7588,Javonte Williams,nfl,javonte,14,22,None,True,williams
2360,ARI,Williams,TE,Maxx,['TE'],Active,TE,maxxwilliams,2360,Maxx Williams,nfl,maxx,9999999,28,None,True,williams
7424,None,Jones,None,Anthony,['RB'],Active,RB,anthonyjones,7424,Anthony Jones,nfl,anthony,9999999,24,None,True,jones
1208,None,Quick,None,Brian,['WR'],Inactive,WR,brianquick,1208,Brian Quick,nfl,brian,9999999,32,None,False,quick
7612,SEA,Eskridge,SWR,Dee,['WR'],Active,WR,deeeskridge,7612,Dee Eskridge,nfl,dee,475,25,None,True,eskridge
7586,None,Newsome,None,Dazz,['WR'],Active,WR,dazznewsome,7586,Dazz Newsome,nfl,dazz,563,23,None,True,newsome
1409,None,Brown,None,Justin,['WR'],Inactive,WR,justinbrown,1409,Justin Brown,nfl,justin,9999999,26,None,False,brown
4725,None,Odom,None,Phazahn,['TE'],Active,TE,phazahnodom,4725,Phazahn Odom,nfl,phazahn,9999999,27,None,True,odom
1003,None,Holliday,None,Trindon,['WR'],Inactive,WR,trindonholliday,1003,Trindon Holliday,nfl,trindon,9999999,31,None,False,holliday
1476,None,Murray,None,Latavius,['RB'],Active,RB,lataviusmurray,1476,Latavius Murray,nfl,latavius,339,32,None,True,murray
7716,WAS,Bates,TE,John,['TE'],Active,TE,johnbates,7716,John Bates,nfl,john,9999999,24,None,True,bates
7367,None,Hastings,None,Will,['WR'],Inactive,WR,willhastings,7367,Will Hastings,nfl,will,1990,25,None,True,hastings
6385,None,Colburn,None,Matt,['RB'],Active,RB,mattcolburn,6385,Matt Colburn,nfl,matt,9999999,25,None,True,colburn
7336,None,Gilbert,None,James,['RB'],Active,RB,jamesgilbert,7336,James Gilbert,nfl,james,9999999,26,None,True,gilbert
8756,None,Johnson,None,Brandon,['WR'],Inactive,WR,brandonjohnson,8756,Brandon Johnson,nfl,brandon,9999999,24,Questionable,True,johnson
1349,None,Manuel,None,E.J.,['QB'],Inactive,QB,ejmanuel,1349,E.J. Manuel,nfl,ej,9999999,30,None,False,manuel
1596,None,Michael,None,Christine,['RB'],Inactive,RB,christinemichael,1596,Christine Michael,nfl,christine,9999999,31,None,False,michael
4508,None,Marks,None,Gabe,['WR'],Active,WR,gabemarks,4508,Gabe Marks,nfl,gabe,9999999,27,None,True,marks
3842,None,O'Malley,None,Ryan,['TE'],Inactive,TE,ryanomalley,3842,Ryan O'Malley,nfl,ryan,9999999,28,None,False,omalley
8577,JAX,McCourt,None,James,['K'],Active,K,jamesmccourt,8577,James McCourt,nfl,james,548,24,None,True,mccourt
7593,PHI,Sermon,None,Trey,['RB'],Active,RB,treysermon,7593,Trey Sermon,nfl,trey,358,23,None,True,sermon
4777,None,Hayes,None,De'Chavon,['RB'],Active,RB,dechavonhayes,4777,De'Chavon Hayes,nfl,dechavon,9999999,29,None,True,hayes
6501,None,Conrad,None,C.J.,['TE'],Active,TE,cjconrad,6501,C.J. Conrad,nfl,cj,9999999,25,None,True,conrad
3594,None,Barber,None,Peyton,['RB'],Active,RB,peytonbarber,3594,Peyton Barber,nfl,peyton,9999999,27,None,True,barber
4602,GB,Tonyan,TE,Robert,['TE'],Active,TE,roberttonyan,4602,Robert Tonyan,nfl,robert,179,28,Questionable,True,tonyan
1894,None,Lockett,None,Colin,['WR'],Inactive,WR,colinlockett,1894,Colin Lockett,nfl,colin,9999999,26,None,False,lockett
6365,None,Meier,None,Carson,['TE'],Active,TE,carsonmeier,6365,Carson Meier,nfl,carson,1706,26,None,True,meier
1914,None,Archer,None,Dri,['RB'],Inactive,RB,driarcher,1914,Dri Archer,nfl,dri,9999999,29,None,False,archer
7262,IND,Morton,None,Jalen,['QB'],Active,QB,jalenmorton,7262,Jalen Morton,nfl,jalen,9999999,24,None,True,morton
2236,None,Watts,None,Trey,['RB'],Inactive,RB,treywatts,2236,Trey Watts,nfl,trey,9999999,29,None,False,watts
4320,None,Quick,None,James,['WR'],Active,WR,jamesquick,4320,James Quick,nfl,james,9999999,27,None,True,quick
1105,None,Allen,None,Dwayne,['TE'],Inactive,TE,dwayneallen,1105,Dwayne Allen,nfl,dwayne,9999999,31,None,False,allen
270,None,Moore,None,Lance,['WR'],Inactive,WR,lancemoore,270,Lance Moore,nfl,lance,9999999,37,None,False,moore
4265,None,Hood,None,Elijah,['RB'],Inactive,RB,elijahhood,4265,Elijah Hood,nfl,elijah,9999999,26,None,False,hood
1085,None,Weeden,None,Brandon,['QB'],Inactive,QB,brandonweeden,1085,Brandon Weeden,nfl,brandon,9999999,38,None,False,weeden
5791,None,Holmes,None,Gerald,['RB'],Active,RB,geraldholmes,5791,Gerald Holmes,nfl,gerald,9999999,27,None,True,holmes
3204,None,Prosise,None,C.J.,['RB'],Active,RB,cjprosise,3204,C.J. Prosise,nfl,cj,966,27,None,True,prosise
2197,HOU,Cooks,RWR,Brandin,['WR'],Active,WR,brandincooks,2197,Brandin Cooks,nfl,brandin,59,28,None,True,cooks
6185,LAC,Stick,QB,Easton,['QB'],Active,QB,eastonstick,6185,Easton Stick,nfl,easton,453,26,None,True,stick
7529,NYG,Brightwell,RB,Gary,['RB'],Active,RB,garybrightwell,7529,Gary Brightwell,nfl,gary,9999999,23,None,True,brightwell
4806,None,Radcliff,None,Brandon,['RB'],Active,RB,brandonradcliff,4806,Brandon Radcliff,nfl,brandon,9999999,28,None,True,radcliff
3866,None,Hansley,None,Joe,['WR'],Inactive,WR,joehansley,3866,Joe Hansley,nfl,joe,9999999,24,None,False,hansley
3161,WAS,Wentz,QB,Carson,['QB'],Active,QB,carsonwentz,3161,Carson Wentz,nfl,carson,274,29,None,True,wentz
